Date,Brand Name,Generic / Formula Name,Area,Dosage / Strength,Therapeutic Class,Units Sold,Unnamed: 0,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2023-11-01,Hydrocortisone,Hydrocortisone,saddar,150 mg tablet,Respiratory,12,305.0,29.347916,23.45,35.35,0.0,36.4116,62.154716,19.61424,28.423967,35.594673,22.233421
2023-11-01,Glucophage,Metformin,bahadurabad,100 µg inhaler,Antidiabetic,28,305.0,29.347916,23.45,35.35,0.0,36.4116,62.154716,19.61424,28.423967,35.594673,22.233421
2023-11-01,Lipitor,Atorvastatin,landhi,125 mg/5 mL syrup,Antibiotic,42,305.0,29.347916,23.45,35.35,0.0,36.4116,62.154716,19.61424,28.423967,35.594673,22.233421
2023-12-01,Ventolin,Salbutamol,korangi,100 mg capsule,Respiratory,29,335.0,22.599998,17.95,28.65,0.0,49.20257,66.631905,24.299927,20.34688,24.755552,16.340591
2023-12-01,Aspirin,Aspirin,gulshan,50 mg tablet,Antihypertensive,39,335.0,22.599998,17.95,28.65,0.0,49.20257,66.631905,24.299927,20.34688,24.755552,16.340591
2023-12-01,Hydrocortisone,Hydrocortisone,bahadurabad,150 mg tablet,Respiratory,14,335.0,22.599998,17.95,28.65,0.0,49.20257,66.631905,24.299927,20.34688,24.755552,16.340591
2023-01-02,Suprax,Cefixime,gulistan-e-jauhar,50 mg tablet,Antibiotic,35,2.0,19.722918,14.7,25.4,0.0,36.48548,57.12648,15.137927,15.845402,20.645971,11.560245
2023-01-02,Aspirin,Aspirin,saddar,200 mg tablet,Antihypertensive,23,2.0,19.722918,14.7,25.4,0.0,36.48548,57.12648,15.137927,15.845402,20.645971,11.560245
2023-01-02,Suprax,Cefixime,bahadurabad,150 mg tablet,Antibiotic,30,2.0,19.722918,14.7,25.4,0.0,36.48548,57.12648,15.137927,15.845402,20.645971,11.560245
2023-02-02,Salbutamol,Salbutamol,korangi,100 mg capsule,Antifungal,47,33.0,18.683334,11.4,25.2,0.0,52.696346,85.05423,25.284113,16.972956,22.998419,8.955599
2023-02-02,Aspirin,Aspirin,north nazimabad,100 mg capsule,Antihypertensive,26,33.0,18.683334,11.4,25.2,0.0,52.696346,85.05423,25.284113,16.972956,22.998419,8.955599
2023-02-02,Metronidazole,Metronidazole,north nazimabad,125 mg/5 mL syrup,Cardiovascular,32,33.0,18.683334,11.4,25.2,0.0,52.696346,85.05423,25.284113,16.972956,22.998419,8.955599
2023-03-02,Metronidazole,Metronidazole,pechs,500 mg tablet,Cardiovascular,13,61.0,26.108335,20.6,31.6,0.0,51.267,73.123405,27.950853,26.116594,32.06476,20.629
2023-03-02,Ventolin,Salbutamol,north nazimabad,200 mg tablet,Respiratory,36,61.0,26.108335,20.6,31.6,0.0,51.267,73.123405,27.950853,26.116594,32.06476,20.629
2023-03-02,Omeprazole,Omeprazole,pechs,125 mg/5 mL syrup,Antibiotic,33,61.0,26.108335,20.6,31.6,0.0,51.267,73.123405,27.950853,26.116594,32.06476,20.629
2023-04-02,Voltaren,Diclofenac,gulistan-e-jauhar,200 mg tablet,Antihypertensive,34,92.0,26.145836,24.05,28.85,0.3,78.303,92.1868,62.953587,27.990648,31.31165,25.820513
2023-04-02,Norvasc,Amlodipine,clifton,100 mg capsule,Cardiovascular,36,92.0,26.145836,24.05,28.85,0.3,78.303,92.1868,62.953587,27.990648,31.31165,25.820513
2023-04-02,Suprax,Cefixime,pechs,500 mg tablet,Antibiotic,29,92.0,26.145836,24.05,28.85,0.3,78.303,92.1868,62.953587,27.990648,31.31165,25.820513
2023-06-02,Diflucan,Fluconazole,north nazimabad,200 mg tablet,NSAID,15,153.0,29.939583,28.0,32.9,0.0,81.58209,92.13307,65.38971,34.343365,37.09648,32.604046
2023-06-02,Aspirin,Aspirin,pechs,250 mg tablet,Antihypertensive,49,153.0,29.939583,28.0,32.9,0.0,81.58209,92.13307,65.38971,34.343365,37.09648,32.604046
2023-06-02,Amoxil,Amoxicillin,clifton,150 mg tablet,NSAID,17,153.0,29.939583,28.0,32.9,0.0,81.58209,92.13307,65.38971,34.343365,37.09648,32.604046
2023-07-02,Voltaren,Diclofenac,clifton,100 µg inhaler,Antihypertensive,26,183.0,30.695831,28.65,33.45,0.4,77.63874,90.815895,63.401333,35.998314,39.423634,34.019436
2023-07-02,Suprax,Cefixime,saddar,500 mg tablet,Antibiotic,34,183.0,30.695831,28.65,33.45,0.4,77.63874,90.815895,63.401333,35.998314,39.423634,34.019436
2023-07-02,Hydrocortisone,Hydrocortisone,saddar,150 mg tablet,Respiratory,6,183.0,30.695831,28.65,33.45,0.4,77.63874,90.815895,63.401333,35.998314,39.423634,34.019436
2023-08-02,Panadol,Paracetamol,gulshan,100 mg capsule,Analgesic,31,214.0,28.45417,27.05,30.45,0.8000001,82.2408,90.17381,72.50991,31.71611,33.624634,29.856407
2023-08-02,Salbutamol,Salbutamol,lyari,150 mg tablet,Antifungal,14,214.0,28.45417,27.05,30.45,0.8000001,82.2408,90.17381,72.50991,31.71611,33.624634,29.856407
2023-08-02,Augmentin,Amoxicillin + Clavulanate,north nazimabad,250 mg tablet,Antibiotic,37,214.0,28.45417,27.05,30.45,0.8000001,82.2408,90.17381,72.50991,31.71611,33.624634,29.856407
2023-09-02,Glucophage,Metformin,saddar,100 mg capsule,Antidiabetic,20,245.0,27.377083,25.25,29.95,0.90000004,76.06844,88.44004,62.078552,29.6578,32.001354,28.171673
2023-09-02,Metronidazole,Metronidazole,korangi,150 mg tablet,Cardiovascular,31,245.0,27.377083,25.25,29.95,0.90000004,76.06844,88.44004,62.078552,29.6578,32.001354,28.171673
2023-09-02,Panadol,Paracetamol,korangi,200 mg tablet,Analgesic,47,245.0,27.377083,25.25,29.95,0.90000004,76.06844,88.44004,62.078552,29.6578,32.001354,28.171673
2023-10-02,Salbutamol,Salbutamol,gulistan-e-jauhar,250 mg tablet,Antifungal,21,275.0,28.26458,24.95,31.8,0.0,83.73141,98.81331,65.34931,33.14216,36.10377,30.525177
2023-10-02,Hydrocortisone,Hydrocortisone,lyari,150 mg tablet,Respiratory,32,275.0,28.26458,24.95,31.8,0.0,83.73141,98.81331,65.34931,33.14216,36.10377,30.525177
2023-10-02,Panadol,Paracetamol,clifton,100 µg inhaler,Analgesic,19,275.0,28.26458,24.95,31.8,0.0,83.73141,98.81331,65.34931,33.14216,36.10377,30.525177
2023-11-02,Glucophage,Metformin,korangi,50 mg tablet,Antidiabetic,40,306.0,28.908333,24.25,34.75,0.0,58.402485,89.43556,25.677055,30.152021,32.72796,26.408707
2023-11-02,Diflucan,Fluconazole,gulshan,200 mg tablet,NSAID,4,306.0,28.908333,24.25,34.75,0.0,58.402485,89.43556,25.677055,30.152021,32.72796,26.408707
2023-11-02,Aspirin,Aspirin,clifton,500 mg tablet,Antihypertensive,11,306.0,28.908333,24.25,34.75,0.0,58.402485,89.43556,25.677055,30.152021,32.72796,26.408707
2023-01-03,Voltaren,Diclofenac,pechs,150 mg tablet,Antihypertensive,48,3.0,18.845833,14.5,24.05,0.0,32.982098,46.285362,16.966671,14.086062,18.374817,10.166108
2023-01-03,Flagyl,Metronidazole,korangi,500 mg tablet,Antifungal,36,3.0,18.845833,14.5,24.05,0.0,32.982098,46.285362,16.966671,14.086062,18.374817,10.166108
2023-01-03,Cipro,Ciprofloxacin,gulshan,100 mg capsule,Analgesic,18,3.0,18.845833,14.5,24.05,0.0,32.982098,46.285362,16.966671,14.086062,18.374817,10.166108
2023-02-03,Flagyl,Metronidazole,landhi,150 mg tablet,Antifungal,37,34.0,19.306248,14.4,23.3,0.0,82.2961,98.1473,62.74977,20.189962,25.098269,14.514366
2023-02-03,Rocephin,Ceftriaxone,clifton,250 mg tablet,Antidiabetic,40,34.0,19.306248,14.4,23.3,0.0,82.2961,98.1473,62.74977,20.189962,25.098269,14.514366
2023-02-03,Cipro,Ciprofloxacin,bahadurabad,200 mg tablet,Analgesic,9,34.0,19.306248,14.4,23.3,0.0,82.2961,98.1473,62.74977,20.189962,25.098269,14.514366
2023-03-03,Aspirin,Aspirin,gulistan-e-jauhar,150 mg tablet,Antihypertensive,13,62.0,26.047918,20.25,31.6,0.0,50.103806,93.7373,27.125948,25.414534,31.610752,20.769508
2023-03-03,Panadol,Paracetamol,pechs,20 mg capsule,Analgesic,31,62.0,26.047918,20.25,31.6,0.0,50.103806,93.7373,27.125948,25.414534,31.610752,20.769508
2023-03-03,Voltaren,Diclofenac,gulshan,500 mg tablet,Antihypertensive,33,62.0,26.047918,20.25,31.6,0.0,50.103806,93.7373,27.125948,25.414534,31.610752,20.769508
2023-04-03,Lipitor,Atorvastatin,pechs,250 mg tablet,Antibiotic,37,93.0,24.854166,22.6,27.65,0.0,74.20788,91.529884,55.001705,26.61251,29.777283,24.190973
2023-04-03,Suprax,Cefixime,gulshan,250 mg tablet,Antibiotic,37,93.0,24.854166,22.6,27.65,0.0,74.20788,91.529884,55.001705,26.61251,29.777283,24.190973
2023-04-03,Augmentin,Amoxicillin + Clavulanate,korangi,20 mg capsule,Antibiotic,25,93.0,24.854166,22.6,27.65,0.0,74.20788,91.529884,55.001705,26.61251,29.777283,24.190973
2023-06-03,Zithromax,Azithromycin,bahadurabad,200 mg tablet,Antibiotic,11,154.0,30.039583,28.05,33.2,0.0,80.6993,92.13589,62.412254,34.73107,37.93632,33.0803
2023-06-03,Voltaren,Diclofenac,landhi,250 mg tablet,Antihypertensive,34,154.0,30.039583,28.05,33.2,0.0,80.6993,92.13589,62.412254,34.73107,37.93632,33.0803
2023-06-03,Norvasc,Amlodipine,saddar,125 mg/5 mL syrup,Cardiovascular,1,154.0,30.039583,28.05,33.2,0.0,80.6993,92.13589,62.412254,34.73107,37.93632,33.0803
2023-07-03,Flagyl,Metronidazole,north nazimabad,100 µg inhaler,Antifungal,49,184.0,30.599998,28.45,33.2,0.1,73.742874,86.109825,61.400265,34.63997,38.072567,33.108776
2023-07-03,Cipro,Ciprofloxacin,pechs,500 mg tablet,Analgesic,24,184.0,30.599998,28.45,33.2,0.1,73.742874,86.109825,61.400265,34.63997,38.072567,33.108776
2023-07-03,Rocephin,Ceftriaxone,lyari,20 mg capsule,Antidiabetic,1,184.0,30.599998,28.45,33.2,0.1,73.742874,86.109825,61.400265,34.63997,38.072567,33.108776
2023-08-03,Metronidazole,Metronidazole,clifton,100 µg inhaler,Cardiovascular,46,215.0,28.418747,26.9,30.45,0.9000001,83.41237,92.06006,73.81754,32.44776,34.56633,31.151634
2023-08-03,Omeprazole,Omeprazole,pechs,20 mg capsule,Antibiotic,45,215.0,28.418747,26.9,30.45,0.9000001,83.41237,92.06006,73.81754,32.44776,34.56633,31.151634
2023-08-03,Voltaren,Diclofenac,landhi,20 mg capsule,Antihypertensive,16,215.0,28.418747,26.9,30.45,0.9000001,83.41237,92.06006,73.81754,32.44776,34.56633,31.151634
2023-09-03,Rocephin,Ceftriaxone,gulshan,200 mg tablet,Antidiabetic,13,246.0,27.587502,25.6,30.3,0.1,75.65322,87.39963,61.029633,29.738075,31.675312,28.387455
2023-09-03,Salbutamol,Salbutamol,saddar,150 mg tablet,Antifungal,44,246.0,27.587502,25.6,30.3,0.1,75.65322,87.39963,61.029633,29.738075,31.675312,28.387455
2023-09-03,Glucophage,Metformin,saddar,125 mg/5 mL syrup,Antidiabetic,12,246.0,27.587502,25.6,30.3,0.1,75.65322,87.39963,61.029633,29.738075,31.675312,28.387455
2023-10-03,Lipitor,Atorvastatin,gulistan-e-jauhar,100 mg capsule,Antibiotic,6,276.0,28.570837,25.85,31.95,0.0,80.530136,100.0,61.027977,33.165874,35.751747,31.456566
2023-10-03,Omeprazole,Omeprazole,lyari,20 mg capsule,Antibiotic,49,276.0,28.570837,25.85,31.95,0.0,80.530136,100.0,61.027977,33.165874,35.751747,31.456566
2023-10-03,Metronidazole,Metronidazole,gulshan,150 mg tablet,Cardiovascular,2,276.0,28.570837,25.85,31.95,0.0,80.530136,100.0,61.027977,33.165874,35.751747,31.456566
2023-11-03,Salbutamol,Salbutamol,lyari,50 mg tablet,Antifungal,39,307.0,28.027082,24.6,32.05,0.0,75.74116,91.18995,55.238823,31.873667,34.908722,28.843365
2023-11-03,Lipitor,Atorvastatin,korangi,250 mg tablet,Antibiotic,15,307.0,28.027082,24.6,32.05,0.0,75.74116,91.18995,55.238823,31.873667,34.908722,28.843365
2023-11-03,Flagyl,Metronidazole,pechs,200 mg tablet,Antifungal,22,307.0,28.027082,24.6,32.05,0.0,75.74116,91.18995,55.238823,31.873667,34.908722,28.843365
2023-01-04,Panadol,Paracetamol,clifton,50 mg tablet,Analgesic,18,4.0,17.45625,12.75,22.75,0.0,31.661814,47.370945,15.68629,12.442882,16.134523,8.382684
2023-01-04,Flagyl,Metronidazole,pechs,200 mg tablet,Antifungal,24,4.0,17.45625,12.75,22.75,0.0,31.661814,47.370945,15.68629,12.442882,16.134523,8.382684
2023-01-04,Salbutamol,Salbutamol,north nazimabad,20 mg capsule,Antifungal,42,4.0,17.45625,12.75,22.75,0.0,31.661814,47.370945,15.68629,12.442882,16.134523,8.382684
2023-03-04,Norvasc,Amlodipine,pechs,125 mg/5 mL syrup,Cardiovascular,16,63.0,25.795835,19.75,30.95,0.0,50.382153,73.602325,29.568222,25.272749,31.563816,19.911146
2023-03-04,Ventolin,Salbutamol,clifton,150 mg tablet,Respiratory,31,63.0,25.795835,19.75,30.95,0.0,50.382153,73.602325,29.568222,25.272749,31.563816,19.911146
2023-03-04,Diflucan,Fluconazole,landhi,50 mg tablet,NSAID,21,63.0,25.795835,19.75,30.95,0.0,50.382153,73.602325,29.568222,25.272749,31.563816,19.911146
2023-04-04,Lipitor,Atorvastatin,korangi,20 mg capsule,Antibiotic,21,94.0,25.052084,21.6,29.65,0.0,68.71621,94.91798,34.2224,25.801865,29.237812,23.683847
2023-04-04,Zithromax,Azithromycin,lyari,100 mg capsule,Antibiotic,46,94.0,25.052084,21.6,29.65,0.0,68.71621,94.91798,34.2224,25.801865,29.237812,23.683847
2023-04-04,Voltaren,Diclofenac,gulistan-e-jauhar,50 mg tablet,Antihypertensive,3,94.0,25.052084,21.6,29.65,0.0,68.71621,94.91798,34.2224,25.801865,29.237812,23.683847
2023-05-04,Lipitor,Atorvastatin,gulshan,125 mg/5 mL syrup,Antibiotic,20,124.0,27.714584,24.95,31.7,0.0,79.66529,95.621254,61.526928,31.74218,35.94912,28.949913
2023-05-04,Diflucan,Fluconazole,north nazimabad,50 mg tablet,NSAID,42,124.0,27.714584,24.95,31.7,0.0,79.66529,95.621254,61.526928,31.74218,35.94912,28.949913
2023-05-04,Suprax,Cefixime,gulistan-e-jauhar,200 mg tablet,Antibiotic,17,124.0,27.714584,24.95,31.7,0.0,79.66529,95.621254,61.526928,31.74218,35.94912,28.949913
2023-06-04,Metronidazole,Metronidazole,korangi,100 µg inhaler,Cardiovascular,25,155.0,29.960417,28.0,32.6,0.0,80.85012,92.66608,67.69785,34.77609,37.163986,33.4849
2023-06-04,Voltaren,Diclofenac,lyari,500 mg tablet,Antihypertensive,35,155.0,29.960417,28.0,32.6,0.0,80.85012,92.66608,67.69785,34.77609,37.163986,33.4849
2023-06-04,Flagyl,Metronidazole,bahadurabad,150 mg tablet,Antifungal,41,155.0,29.960417,28.0,32.6,0.0,80.85012,92.66608,67.69785,34.77609,37.163986,33.4849
2023-07-04,Ventolin,Salbutamol,korangi,200 mg tablet,Respiratory,15,185.0,30.85417,29.1,33.1,0.6,72.036354,80.976395,61.43332,34.46845,37.119625,33.09151
2023-07-04,Hydrocortisone,Hydrocortisone,saddar,20 mg capsule,Respiratory,18,185.0,30.85417,29.1,33.1,0.6,72.036354,80.976395,61.43332,34.46845,37.119625,33.09151
2023-07-04,Norvasc,Amlodipine,korangi,100 mg capsule,Cardiovascular,12,185.0,30.85417,29.1,33.1,0.6,72.036354,80.976395,61.43332,34.46845,37.119625,33.09151
2023-08-04,Rocephin,Ceftriaxone,lyari,250 mg tablet,Antidiabetic,28,216.0,28.306246,26.7,30.5,0.9000001,81.834175,92.32285,73.16958,31.824324,34.061565,30.098694
2023-08-04,Zithromax,Azithromycin,korangi,125 mg/5 mL syrup,Antibiotic,27,216.0,28.306246,26.7,30.5,0.9000001,81.834175,92.32285,73.16958,31.824324,34.061565,30.098694
2023-08-04,Lipitor,Atorvastatin,clifton,150 mg tablet,Antibiotic,39,216.0,28.306246,26.7,30.5,0.9000001,81.834175,92.32285,73.16958,31.824324,34.061565,30.098694
2023-10-04,Hydrocortisone,Hydrocortisone,landhi,100 µg inhaler,Respiratory,41,277.0,28.8375,26.1,31.65,0.0,76.574295,94.799995,61.31938,32.76795,35.520744,31.007538
2023-10-04,Amoxil,Amoxicillin,gulistan-e-jauhar,50 mg tablet,NSAID,4,277.0,28.8375,26.1,31.65,0.0,76.574295,94.799995,61.31938,32.76795,35.520744,31.007538
2023-10-04,Flagyl,Metronidazole,north nazimabad,500 mg tablet,Antifungal,24,277.0,28.8375,26.1,31.65,0.0,76.574295,94.799995,61.31938,32.76795,35.520744,31.007538
2023-11-04,Voltaren,Diclofenac,landhi,50 mg tablet,Antihypertensive,40,308.0,28.043749,23.8,34.8,0.0,71.76349,98.80315,24.544872,31.152185,35.7529,28.2056
2023-11-04,Aspirin,Aspirin,gulistan-e-jauhar,50 mg tablet,Antihypertensive,37,308.0,28.043749,23.8,34.8,0.0,71.76349,98.80315,24.544872,31.152185,35.7529,28.2056
2023-11-04,Aspirin,Aspirin,gulshan,20 mg capsule,Antihypertensive,40,308.0,28.043749,23.8,34.8,0.0,71.76349,98.80315,24.544872,31.152185,35.7529,28.2056
2023-12-04,Metronidazole,Metronidazole,saddar,100 mg capsule,Cardiovascular,25,338.0,21.712502,16.2,28.6,0.0,46.821945,68.19006,21.918589,19.507402,25.667896,14.044987
2023-12-04,Amoxil,Amoxicillin,lyari,125 mg/5 mL syrup,NSAID,38,338.0,21.712502,16.2,28.6,0.0,46.821945,68.19006,21.918589,19.507402,25.667896,14.044987
2023-12-04,Voltaren,Diclofenac,bahadurabad,50 mg tablet,Antihypertensive,22,338.0,21.712502,16.2,28.6,0.0,46.821945,68.19006,21.918589,19.507402,25.667896,14.044987
2023-01-05,Norvasc,Amlodipine,landhi,100 mg capsule,Cardiovascular,37,5.0,18.43333,13.7,24.3,0.0,28.074995,40.62856,13.816439,13.143211,18.315742,8.909565
2023-01-05,Amoxil,Amoxicillin,lyari,100 mg capsule,NSAID,45,5.0,18.43333,13.7,24.3,0.0,28.074995,40.62856,13.816439,13.143211,18.315742,8.909565
2023-01-05,Voltaren,Diclofenac,korangi,500 mg tablet,Antihypertensive,21,5.0,18.43333,13.7,24.3,0.0,28.074995,40.62856,13.816439,13.143211,18.315742,8.909565
2023-02-05,Rocephin,Ceftriaxone,bahadurabad,100 µg inhaler,Antidiabetic,33,36.0,22.827082,18.65,30.0,0.0,70.49964,95.41275,17.940882,23.237516,28.406174,19.812538
2023-02-05,Salbutamol,Salbutamol,landhi,100 µg inhaler,Antifungal,2,36.0,22.827082,18.65,30.0,0.0,70.49964,95.41275,17.940882,23.237516,28.406174,19.812538
2023-02-05,Diflucan,Fluconazole,pechs,100 µg inhaler,NSAID,7,36.0,22.827082,18.65,30.0,0.0,70.49964,95.41275,17.940882,23.237516,28.406174,19.812538
2023-03-05,Aspirin,Aspirin,lyari,500 mg tablet,Antihypertensive,25,64.0,25.354166,20.05,30.3,0.0,56.317368,75.86675,27.387596,25.610132,31.97496,20.028738
2023-03-05,Voltaren,Diclofenac,korangi,250 mg tablet,Antihypertensive,12,64.0,25.354166,20.05,30.3,0.0,56.317368,75.86675,27.387596,25.610132,31.97496,20.028738
2023-03-05,Salbutamol,Salbutamol,landhi,150 mg tablet,Antifungal,3,64.0,25.354166,20.05,30.3,0.0,56.317368,75.86675,27.387596,25.610132,31.97496,20.028738
2023-04-05,Cipro,Ciprofloxacin,gulistan-e-jauhar,100 mg capsule,Analgesic,22,95.0,25.000002,22.05,29.15,0.0,75.533264,90.40901,53.42789,26.898886,32.25061,23.827894
2023-04-05,Metronidazole,Metronidazole,north nazimabad,50 mg tablet,Cardiovascular,48,95.0,25.000002,22.05,29.15,0.0,75.533264,90.40901,53.42789,26.898886,32.25061,23.827894
2023-04-05,Voltaren,Diclofenac,north nazimabad,150 mg tablet,Antihypertensive,42,95.0,25.000002,22.05,29.15,0.0,75.533264,90.40901,53.42789,26.898886,32.25061,23.827894
2023-05-05,Lipitor,Atorvastatin,saddar,150 mg tablet,Antibiotic,14,125.0,28.541664,25.3,33.6,0.0,76.43897,93.360054,46.172966,31.900536,36.066906,29.91277
2023-05-05,Flagyl,Metronidazole,north nazimabad,250 mg tablet,Antifungal,11,125.0,28.541664,25.3,33.6,0.0,76.43897,93.360054,46.172966,31.900536,36.066906,29.91277
2023-05-05,Eltroxin,Levothyroxine,bahadurabad,250 mg tablet,Antibiotic,47,125.0,28.541664,25.3,33.6,0.0,76.43897,93.360054,46.172966,31.900536,36.066906,29.91277
2023-06-05,Aspirin,Aspirin,pechs,100 mg capsule,Antihypertensive,46,156.0,30.360415,28.25,33.15,0.0,81.21346,91.32627,67.00828,35.173794,37.876675,33.252136
2023-06-05,Cipro,Ciprofloxacin,bahadurabad,20 mg capsule,Analgesic,15,156.0,30.360415,28.25,33.15,0.0,81.21346,91.32627,67.00828,35.173794,37.876675,33.252136
2023-06-05,Panadol,Paracetamol,clifton,250 mg tablet,Analgesic,9,156.0,30.360415,28.25,33.15,0.0,81.21346,91.32627,67.00828,35.173794,37.876675,33.252136
2023-08-05,Diflucan,Fluconazole,korangi,150 mg tablet,NSAID,37,217.0,28.20833,26.7,29.95,0.7,80.399574,89.61322,71.13303,30.124834,31.141018,29.29546
2023-08-05,Eltroxin,Levothyroxine,gulistan-e-jauhar,250 mg tablet,Antibiotic,32,217.0,28.20833,26.7,29.95,0.7,80.399574,89.61322,71.13303,30.124834,31.141018,29.29546
2023-08-05,Omeprazole,Omeprazole,saddar,200 mg tablet,Antibiotic,19,217.0,28.20833,26.7,29.95,0.7,80.399574,89.61322,71.13303,30.124834,31.141018,29.29546
2023-09-05,Ventolin,Salbutamol,gulshan,100 mg capsule,Respiratory,17,248.0,27.760414,25.25,31.25,0.0,80.05917,93.077805,64.079544,31.955511,35.806084,29.837948
2023-09-05,Omeprazole,Omeprazole,pechs,20 mg capsule,Antibiotic,20,248.0,27.760414,25.25,31.25,0.0,80.05917,93.077805,64.079544,31.955511,35.806084,29.837948
2023-09-05,Eltroxin,Levothyroxine,gulshan,100 µg inhaler,Antibiotic,47,248.0,27.760414,25.25,31.25,0.0,80.05917,93.077805,64.079544,31.955511,35.806084,29.837948
